date netspace delta change
03/20/21	121		
03/27/21	145	24	0.198347107438017
04/03/21	191	46	0.317241379310345
04/10/21	268	77	0.403141361256544
04/17/21	345	77	0.287313432835821
04/24/21	550	205	0.594202898550725

